Progress,Duration (in seconds),consent,gender,gender_3_TEXT,ethnicity,ethnicity_10_TEXT,age,attention_check_rec,attention_check,tribe_preference,choleric_definition,comments,condition,condition_1-tribe_a-positive_trait_1,condition_1-tribe_a-positive_trait_2,condition_1-tribe_a-positive_trait_3,condition_1-tribe_a-positive_trait_4,condition_1-tribe_a-positive_trait_5,condition_1-tribe_a-positive_trait_6,condition_1-tribe_a-negative_trait_1,condition_1-tribe_a-negative_trait_2,condition_1-tribe_a-negative_trait_3,condition_1-tribe_a-negative_trait_4,condition_1-tribe_a-negative_trait_5,condition_1-tribe_a-negative_trait_6,condition_1-tribe_b-positive_trait_1,condition_1-tribe_b-positive_trait_2,condition_1-tribe_b-positive_trait_3,condition_1-tribe_b-positive_trait_4,condition_1-tribe_b-positive_trait_5,condition_1-tribe_b-positive_trait_6,condition_1-tribe_b-negative_trait_1,condition_1-tribe_b-negative_trait_2,condition_1-tribe_b-negative_trait_3,condition_1-tribe_b-negative_trait_4,condition_1-tribe_b-negative_trait_5,condition_1-tribe_b-negative_trait_6,condition_2-tribe_a-positive_trait_1,condition_2-tribe_a-positive_trait_2,condition_2-tribe_a-positive_trait_3,condition_2-tribe_a-positive_trait_4,condition_2-tribe_a-positive_trait_5,condition_2-tribe_a-positive_trait_6,condition_2-tribe_a-negative_trait_1,condition_2-tribe_a-negative_trait_2,condition_2-tribe_a-negative_trait_3,condition_2-tribe_a-negative_trait_4,condition_2-tribe_a-negative_trait_5,condition_2-tribe_a-negative_trait_6,condition_2-tribe_b-positive_trait_1,condition_2-tribe_b-positive_trait_2,condition_2-tribe_b-positive_trait_3,condition_2-tribe_b-positive_trait_4,condition_2-tribe_b-positive_trait_5,condition_2-tribe_b-positive_trait_6,condition_2-tribe_b-negative_trait_1,condition_2-tribe_b-negative_trait_2,condition_2-tribe_b-negative_trait_3,condition_2-tribe_b-negative_trait_4,condition_2-tribe_b-negative_trait_5,condition_2-tribe_b-negative_trait_6,condition_3-tribe_b-positive_trait_1,condition_3-tribe_b-positive_trait_2,condition_3-tribe_b-positive_trait_3,condition_3-tribe_b-positive_trait_4,condition_3-tribe_b-positive_trait_5,condition_3-tribe_b-positive_trait_6,condition_3-tribe_b-negative_trait_1,condition_3-tribe_b-negative_trait_2,condition_3-tribe_b-negative_trait_3,condition_3-tribe_b-negative_trait_4,condition_3-tribe_b-negative_trait_5,condition_3-tribe_b-negative_trait_6,condition_3-tribe_a-positive_trait_1,condition_3-tribe_a-positive_trait_2,condition_3-tribe_a-positive_trait_3,condition_3-tribe_a-positive_trait_4,condition_3-tribe_a-positive_trait_5,condition_3-tribe_a-positive_trait_6,condition_3-tribe_a-negative_trait_1,condition_3-tribe_a-negative_trait_2,condition_3-tribe_a-negative_trait_3,condition_3-tribe_a-negative_trait_4,condition_3-tribe_a-negative_trait_5,condition_3-tribe_a-negative_trait_6,condition_4-tribe_b-positive_trait_1,condition_4-tribe_b-positive_trait_2,condition_4-tribe_b-positive_trait_3,condition_4-tribe_b-positive_trait_4,condition_4-tribe_b-positive_trait_5,condition_4-tribe_b-positive_trait_6,condition_4-tribe_b-negative_trait_1,condition_4-tribe_b-negative_trait_2,condition_4-tribe_b-negative_trait_3,condition_4-tribe_b-negative_trait_4,condition_4-tribe_b-negative_trait_5,condition_4-tribe_b-negative_trait_6,condition_4-tribe_a-positive_trait_1,condition_4-tribe_a-positive_trait_2,condition_4-tribe_a-positive_trait_3,condition_4-tribe_a-positive_trait_4,condition_4-tribe_a-positive_trait_5,condition_4-tribe_a-positive_trait_6,condition_4-tribe_a-negative_trait_1,condition_4-tribe_a-negative_trait_2,condition_4-tribe_a-negative_trait_3,condition_4-tribe_a-negative_trait_4,condition_4-tribe_a-negative_trait_5,condition_4-tribe_a-negative_trait_6
100,292,1,1.0,,7.0,,27.0,1.0,pilut ,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,Resentful,Dumb,Faithless,,,,,Likeable,,,Caring,Trustworthy,Resentful,Dumb,Faithless,,,
100,232,1,1.0,,5.0,,21.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,Relaxed,,,,Dumb,Faithless,,,Egoistic,Tolerant,Likeable,,Relaxed,,,Resentful,,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,237,1,1.0,,5.0,,20.0,1.0,pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,Caring,,Resentful,Dumb,Faithless,,,,Tolerant,,Funny,,Caring,,,,,Choleric,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,414,1,2.0,,5.0,,19.0,1.0,pilut,1.0,1.0,,1.0,Tolerant,Likeable,Funny,,,,,,Faithless,,Withdrawn,Egoistic,Tolerant,Likeable,Funny,,,,Resentful,Dumb,,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,301,1,1.0,,9.0,,29.0,1.0,pilut,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,Caring,,Resentful,Dumb,,,Withdrawn,,Tolerant,,,Relaxed,,Trustworthy,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,461,1,2.0,,5.0,,30.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,,Caring,Trustworthy,,Dumb,,Choleric,Withdrawn,,,Likeable,Funny,Relaxed,,,,Dumb,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,349,1,2.0,,5.0,,20.0,1.0,pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,,Trustworthy,Resentful,Dumb,Faithless,,,,Tolerant,,,Relaxed,,Trustworthy,,,,Choleric,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,415,1,2.0,,5.0,,24.0,1.0,pilut,0.0,2.0,,1.0,Tolerant,,Funny,,Caring,,Resentful,Dumb,,,,Egoistic,Tolerant,,Funny,,Caring,,,,Faithless,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,254,1,2.0,,5.0,,28.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,,Caring,Trustworthy,,Dumb,Faithless,Choleric,,,Tolerant,,,,Caring,Trustworthy,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,137,1,2.0,,5.0,,30.0,1.0,pilut,1.0,2.0,,1.0,,,Funny,Relaxed,,Trustworthy,,Dumb,,Choleric,,Egoistic,,,Funny,Relaxed,,Trustworthy,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,279,1,1.0,,5.0,,19.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxed,Caring,Trustworthy,,,Faithless,Choleric,,Egoistic,Tolerant,Likeable,Funny,,,,,,Faithless,Choleric,,Egoistic
100,360,1,2.0,,4.0,,18.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,,Dumb,,,Withdrawn,Egoistic,Tolerant,,Funny,,,Trustworthy,,Dumb,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,342,1,1.0,,4.0,,26.0,1.0,pilut,0.0,1.0,,1.0,,,Funny,Relaxed,,Trustworthy,Resentful,,Faithless,,,Egoistic,,,Funny,Relaxed,,Trustworthy,,Dumb,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,467,1,1.0,,5.0,,21.0,1.0,pilut,1.0,2.0,,1.0,Tolerant,,,,Caring,Trustworthy,Resentful,,,Choleric,,Egoistic,Tolerant,,,,Caring,Trustworthy,,Dumb,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,267,1,2.0,,5.0,,29.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,,Caring,Trustworthy,Resentful,,,Choleric,,Egoistic,Tolerant,,Funny,Relaxed,,,Resentful,,,Choleric,,Egoistic
100,314,1,2.0,,4.0,,20.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,Relaxed,,,,,Faithless,Choleric,Withdrawn,,Tolerant,Likeable,,Relaxed,,,Resentful,Dumb,,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,398,1,1.0,,9.0,,23.0,1.0,pilut,0.0,1.0,,1.0,,Likeable,,,Caring,Trustworthy,,,Faithless,Choleric,Withdrawn,,,Likeable,,,Caring,Trustworthy,Resentful,Dumb,,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,371,1,2.0,,5.0,,22.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,,Caring,Trustworthy,Resentful,,,Choleric,Withdrawn,,,Likeable,Funny,Relaxed,,,Resentful,,,Choleric,Withdrawn,
100,367,1,2.0,,5.0,,29.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,,Dumb,,Choleric,,Egoistic,,Likeable,,Relaxed,Caring,,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,301,1,2.0,,5.0,,25.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,Faithless,,,,,Likeable,,Relaxed,Caring,,Resentful,Dumb,Faithless,,,
100,274,1,1.0,,5.0,,29.0,1.0,pilut,0.0,1.0,,1.0,Tolerant,Likeable,,,Caring,,,Dumb,,Choleric,Withdrawn,,Tolerant,Likeable,,,Caring,,Resentful,,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,431,1,1.0,,5.0,,20.0,1.0,Pilut ,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,Relaxed,Caring,,Resentful,Dumb,,,Withdrawn,,,,Funny,Relaxed,Caring,,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,383,1,1.0,,6.0,,19.0,1.0,Pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,,Dumb,Faithless,,Withdrawn,,,Likeable,,,Caring,Trustworthy,,Dumb,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,359,1,1.0,,5.0,,19.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,,Caring,Trustworthy,Resentful,,Faithless,,Withdrawn,,Tolerant,Likeable,,Relaxed,,,Resentful,,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,317,1,2.0,,5.0,,21.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,,,,Egoistic,Tolerant,,Funny,,,Trustworthy,,,Faithless,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,484,1,2.0,,5.0,,18.0,1.0,pilut,0.0,2.0,:),2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,,Trustworthy,Resentful,Dumb,Faithless,,,,Tolerant,,Funny,,Caring,,Resentful,Dumb,Faithless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,314,1,1.0,,5.0,,19.0,1.0,Pilut,0.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,,,Faithless,,Withdrawn,Egoistic,,Likeable,,,Caring,Trustworthy,,,Faithless,,Withdrawn,Egoistic
100,315,1,2.0,,4.0,,20.0,1.0,pilut,0.0,1.0,,1.0,Tolerant,,,Relaxed,Caring,,,,Faithless,Choleric,Withdrawn,,Tolerant,,,Relaxed,Caring,,Resentful,Dumb,,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,442,1,2.0,,5.0,,39.0,1.0,pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,Resentful,,,Choleric,,Egoistic,,Likeable,,Relaxed,Caring,,,Dumb,Faithless,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,295,1,1.0,,5.0,,28.0,1.0,Pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,Resentful,,,Choleric,Withdrawn,,,Likeable,Funny,,,Trustworthy,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,357,1,2.0,,5.0,,22.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,,,Withdrawn,,,Likeable,,Relaxed,Caring,,Resentful,Dumb,,,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,340,1,1.0,,8.0,,31.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,,Dumb,,Choleric,Withdrawn,,,Likeable,,Relaxed,Caring,,Resentful,,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,351,1,2.0,,10.0,Middle-European,31.0,1.0,pilut,0.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,Caring,,,Dumb,,,Withdrawn,Egoistic,,Likeable,,Relaxed,,Trustworthy,,Dumb,,,Withdrawn,Egoistic
100,450,1,2.0,,4.0,,23.0,1.0,pilut,0.0,3.0,,1.0,,,Funny,,Caring,Trustworthy,,Dumb,Faithless,,,Egoistic,,,Funny,,Caring,Trustworthy,Resentful,,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,312,1,2.0,,5.0,,27.0,1.0,pilut,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,Relaxed,,,Resentful,,,,Withdrawn,Egoistic,Tolerant,,,,Caring,Trustworthy,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,450,1,1.0,,4.0,,32.0,1.0,Pilut,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,Caring,,,,Faithless,,Withdrawn,Egoistic,,Likeable,Funny,,,Trustworthy,,,Faithless,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,444,1,2.0,,5.0,,43.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,,Caring,Trustworthy,,Dumb,,,Withdrawn,Egoistic,Tolerant,,Funny,Relaxed,,,,Dumb,,,Withdrawn,Egoistic
100,415,1,1.0,,4.0,,21.0,1.0,pilut,0.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,Relaxed,,Trustworthy,Resentful,,Faithless,,Withdrawn,,,Likeable,Funny,,Caring,,Resentful,,Faithless,,Withdrawn,
100,431,1,1.0,,4.0,,64.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,,Trustworthy,,Dumb,Faithless,Choleric,,,Tolerant,,Funny,,Caring,,,Dumb,Faithless,Choleric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,428,1,2.0,,5.0,,61.0,1.0,pilut,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,Caring,,Resentful,Dumb,Faithless,,,,Tolerant,,Funny,,,Trustworthy,Resentful,Dumb,Faithless,,,
100,414,1,1.0,,5.0,,55.0,1.0,pilut,1.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,,Relaxed,,Trustworthy,Resentful,,,Choleric,Withdrawn,,Tolerant,,Funny,,Caring,,Resentful,,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,452,1,2.0,,4.0,,32.0,1.0,pilut,0.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,Relaxed,,,,Dumb,Faithless,Choleric,,,,Likeable,Funny,Relaxed,,,Resentful,,,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,
100,431,1,2.0,,5.0,,18.0,1.0,pilut,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,,,Caring,,,Dumb,,Choleric,,Egoistic,,,Funny,Relaxed,,Trustworthy,,Dumb,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,433,1,2.0,,5.0,,29.0,1.0,pilut ,0.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,,,Trustworthy,,Dumb,,Choleric,,Egoistic,,Likeable,,Relaxed,Caring,,,Dumb,,Choleric,,Egoistic
100,484,1,2.0,,8.0,,32.0,1.0,pilut,1.0,1.0,,1.0,Tolerant,Likeable,,,Caring,,Resentful,Dumb,Faithless,,,,Tolerant,Likeable,,,Caring,,,,,Choleric,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,467,1,2.0,,6.0,,28.0,1.0,pilut,0.0,1.0,,1.0,Tolerant,Likeable,,Relaxed,,,,Dumb,Faithless,,Withdrawn,,Tolerant,Likeable,,Relaxed,,,Resentful,,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,492,1,1.0,,4.0,,48.0,1.0,pilut,1.0,2.0,,1.0,Tolerant,Likeable,,Relaxed,,,Resentful,,,Choleric,Withdrawn,,Tolerant,Likeable,,Relaxed,,,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,476,1,1.0,,5.0,,24.0,1.0,pilut,1.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,,,Faithless,Choleric,,Egoistic,,Likeable,,,Caring,Trustworthy,,,Faithless,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,345,1,2.0,,5.0,,34.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,Funny,Relaxed,,,,Dumb,Faithless,,Withdrawn,,,Likeable,,,Caring,Trustworthy,,Dumb,Faithless,,Withdrawn,
100,187,1,2.0,,5.0,,18.0,1.0,pilut,1.0,1.0,,1.0,,Likeable,,Relaxed,Caring,,Resentful,Dumb,,Choleric,,,,Likeable,,Relaxed,Caring,,,,Faithless,,Withdrawn,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,206,1,2.0,,5.0,,23.0,1.0,pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,Likeable,Funny,,,,,Dumb,,Choleric,,Egoistic,,,,Relaxed,Caring,Trustworthy,,Dumb,,Choleric,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,252,1,2.0,,5.0,,22.0,1.0,pilut,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,Caring,,Resentful,Dumb,,,,Egoistic,,Likeable,Funny,,Caring,,,,Faithless,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,278,1,1.0,,4.0,,29.0,1.0,pilut,0.0,1.0,,1.0,,Likeable,Funny,,,Trustworthy,Resentful,,,Choleric,Withdrawn,,,Likeable,Funny,,,Trustworthy,,Dumb,Faithless,,,Egoistic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,407,1,1.0,,5.0,,22.0,1.0,pilut,0.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Funny,,Caring,Trustworthy,,Dumb,,,Withdrawn,Egoistic,Tolerant,Likeable,,Relaxed,,,,Dumb,,,Withdrawn,Egoistic
100,158,1,2.0,,4.0,,21.0,1.0,pilut,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likeable,Funny,,,Trustworthy,,Dumb,Faithless,,,Egoistic,,Likeable,Funny,,,Trustworthy,Resentful,,,Choleric,Withdrawn,,,,,,,,,,,,,,,,,,,,,,,,,
100,241,1,1.0,,5.0,,44.0,1.0,Pilut,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Tolerant,,,,Caring,Trustworthy,Resentful,Dumb,Faithless,,,,,Likeable,Funny,Relaxed,,,Resentful,Dumb,Faithless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
